step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Valideren aanvraag_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,O_SELECTED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,O_SENT_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_SCHEDULE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_START,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Beoordelen fraude_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Beoordelen fraude_SCHEDULE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Beoordelen fraude_START,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Completeren aanvraag_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Completeren aanvraag_SCHEDULE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Completeren aanvraag_START,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Nabellen incomplete dossiers_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Nabellen incomplete dossiers_SCHEDULE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Nabellen incomplete dossiers_START,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Nabellen offertes_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Nabellen offertes_SCHEDULE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Nabellen offertes_START,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,O_SENT_BACK_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,O_DECLINED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,W_Wijzigen contractgegevens_SCHEDULE
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,O_CREATED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,<EOS>,
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,<EOS>,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,<SOS>,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_ACCEPTED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_ACTIVATED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_APPROVED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_CANCELLED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_DECLINED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_FINALIZED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_PREACCEPTED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_REGISTERED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,A_SUBMITTED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,O_ACCEPTED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,O_CANCELLED_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Valideren aanvraag_SCHEDULE,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Wijzigen contractgegevens_SCHEDULE,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Valideren aanvraag_START,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Completeren aanvraag_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Afhandelen leads_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Afhandelen leads_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Beoordelen fraude_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Beoordelen fraude_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Beoordelen fraude_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Completeren aanvraag_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Completeren aanvraag_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Nabellen incomplete dossiers_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>,
<SOS>,W_Nabellen incomplete dossiers_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Nabellen incomplete dossiers_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Nabellen offertes_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Nabellen offertes_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Nabellen offertes_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Valideren aanvraag_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Valideren aanvraag_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Afhandelen leads_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,O_SENT_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,O_SENT_BACK_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,O_SELECTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,<EOS>,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,<SOS>,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_ACCEPTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_ACTIVATED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_APPROVED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_CANCELLED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_DECLINED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_FINALIZED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_PARTLYSUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_PREACCEPTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_REGISTERED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,O_ACCEPTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,O_CANCELLED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,O_CREATED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,O_DECLINED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Valideren aanvraag_START,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,W_Wijzigen contractgegevens_SCHEDULE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>,
W_Afhandelen leads_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Afhandelen leads_START,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Beoordelen fraude_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Beoordelen fraude_SCHEDULE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Beoordelen fraude_START,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Completeren aanvraag_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Completeren aanvraag_SCHEDULE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Completeren aanvraag_START,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Nabellen incomplete dossiers_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Nabellen incomplete dossiers_SCHEDULE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Nabellen incomplete dossiers_START,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Nabellen offertes_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Nabellen offertes_SCHEDULE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Nabellen offertes_START,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Valideren aanvraag_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Valideren aanvraag_SCHEDULE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
W_Afhandelen leads_SCHEDULE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
O_SENT_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<EOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
O_SENT_BACK_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_ACCEPTED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_ACTIVATED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_APPROVED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_CANCELLED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_DECLINED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_FINALIZED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_PARTLYSUBMITTED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_PREACCEPTED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_REGISTERED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
A_SUBMITTED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
O_ACCEPTED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
O_CANCELLED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
O_CREATED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
O_DECLINED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
O_SELECTED_COMPLETE,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_PARTLYSUBMITTED_COMPLETE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>,
<SOS>,A_SUBMITTED_COMPLETE,W_Wijzigen contractgegevens_SCHEDULE,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,W_Valideren aanvraag_START,W_Afhandelen leads_SCHEDULE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
<SOS>,A_SUBMITTED_COMPLETE,A_PARTLYSUBMITTED_COMPLETE,O_SENT_BACK_COMPLETE,W_Afhandelen leads_START,A_DECLINED_COMPLETE,W_Afhandelen leads_COMPLETE,<EOS>
